Gene Symbol	CFU	Int-E	Late-E	Pro-E
AAAS	0.8831691705930415	-0.8340953967203958	-0.8972031941932241	0.8481294203205785
AAED1	0.9206322917011316	-0.42165899042871346	-1.2112955457854522	0.7123222445130322
AAGAB	0.7041267318918917	0.5479533307650841	-1.4686848114960107	0.21660474883903502
AAMP	0.5282900250704476	-1.3633845167676455	0.9242033934565304	-0.08910890175932751
AAR2	0.9113899446975386	-0.4211288137069764	-1.2125603827662557	0.7222992517756914
AARS	-0.9002324645046873	0.053151731590653076	1.3795695289943455	-0.5324887960803043
AARS2	0.7596477277479263	-0.23945627443821338	-1.3161015145914907	0.7959100612817803
AARSD1	0.6057946609310464	-0.03978662091756239	-1.3945901171902777	0.8285820771767921
AASDH	0.03237924041384526	0.9508471184436885	-1.3892418069138288	0.40601544805629824
AASDHPPT	0.6168768949718344	0.3148677756136209	-1.4872065398379006	0.5554618692524423
AASS	-0.9673536068369198	0.18525469640513503	1.319507409016211	-0.5374084985844277
AATF	0.9898581773656505	-0.5558820189220828	-1.1161566720598408	0.6821805136162732
AB074162	0.3883927294530921	0.696532401768858	-1.4846574580869427	0.39973232686499144
ABCA11P	0.695571454818352	-0.7312332793404891	-0.9773681531431121	1.0130299776652503
ABCB1	-0.6312593395582102	1.351703393389004	-0.8676122934613318	0.1471682396305366
ABCB10	-0.21473080924508256	1.1777122459712688	-1.2241945360154083	0.26121309928922215
ABCB4	-0.6210782103755407	1.4025602879499919	-0.8040988598559162	0.022616782281464912
ABCB6	-0.8246497113636108	0.4980776065427782	1.1679120727744567	-0.8413399679536224
ABCB7	-0.26686420979581466	1.2252176186799317	-1.1750231861628575	0.21666977727874265
ABCC1	0.45321335180407757	-1.1585276875921064	1.128439707880234	-0.4231253720922109
ABCC10	0.7900144104823787	-0.22454651233687647	-1.323305696505618	0.7578377983601147
ABCC13	-0.5759163663035178	-0.32709537195491367	1.4891989492239932	-0.586187210965562
ABCC5	-0.3046154703477559	1.278858184834639	-1.1184519857341253	0.14420927124724225
ABCD3	0.5882487540881398	0.339939107933794	-1.4906509076587575	0.5624630456368224
ABCD4	1.0194049757512718	-0.6516334983762733	-1.0407869434427948	0.6730154660677962
ABCE1	0.8040401192811233	-0.3600128569935287	-1.252870101404921	0.8088428391173265
ABCF2	0.7420939809171273	-1.422980415490415	0.030104618153096285	0.6507818164201825
ABCG2	-0.8249611079616598	0.10409022287119868	1.3725562306352068	-0.6516853455447412
ABHD10	0.49162211475115697	0.5679392250737684	-1.4978761240089091	0.43831478418398645
ABHD13	0.3020619808618282	0.6925269485803716	-1.4807987646413643	0.4862098351991634
ABHD14A	1.1590275598818776	-0.6362055771683944	-1.0081459397185621	0.48532395700508
ABHD14A-ACY1	0.9666897689742008	-0.5466761977911406	-1.1260991186399665	0.7060855474569058
ABHD14B	0.9970373016436269	-0.44649734955771336	-1.1849428888384708	0.634402936752559
ABHD17A	0.6529993529215105	-1.486425869573217	0.32497967663818483	0.5084468400135217
ABHD17B	0.6508971783038937	0.4824145025535773	-1.488992933908668	0.35568125305119835
ABHD2	0.3421077176718404	0.7309310661457319	-1.4780596115128342	0.4050208276952649
ABHD4	-0.7379672279332107	-0.1928953125746022	1.461659967447223	-0.5307974269394142
ABHD5	-0.7308493432541401	-0.04796392077304604	1.4287053498172693	-0.6498920857900818
ABI2	-0.201172795278261	1.3927678584057896	-0.9893568039718299	-0.20223825915569868
ABL1	0.5308438708983302	0.1715773747287172	-1.4562147372983418	0.7537934916712931
ABL2	0.7873439218850505	-0.5705156816143628	-1.1161576794829902	0.8993294392123015
ABR	-0.43985227990852266	1.4832053140671604	-0.3451273861862586	-0.6982256479723808
ABTB1	-0.5839318550957586	-0.4859639492841337	1.4968533321792319	-0.4269575277993401
ABTB2	-0.6181760324599263	-0.263057948016815	1.479937019080269	-0.5987030386035258
AC004941.5	0.8046839084228219	-0.3232871824594031	-1.273194803967991	0.7917980780045765
AC004951.6	0.1419799733779319	0.8400535433030886	-1.4375781186339358	0.4555446019529168
AC017002.2	0.6173798550904613	0.9746416499006497	-1.244145516060232	-0.34787598893088195
AC139100.2	-0.5792311017313064	-0.2753204197401622	1.48168574879461	-0.6271342273231414
ACAA1	0.873249263305826	-0.5373461525830906	-1.1406486784534868	0.8047455677307557
ACAA2	0.49358587535605813	0.3479789825790207	-1.4887636802722193	0.6471988223371404
ACACA	0.7761696339885745	-0.16104997329957496	-1.3521739952138008	0.7370543345248003
ACACB	-0.592645577725829	-0.33893862813961795	1.4904791915719524	-0.5588949857065024
ACAD11	0.35567151818387954	0.2806839886150068	-1.4566504373430038	0.8202949305441191
ACAD8	0.49462240909432503	0.13517681153972405	-1.4415655707702664	0.8117663501362173
ACAD9	0.5537624159689521	0.11000808711506954	-1.4411529755490027	0.777382472464982
ACADM	0.4074963351997032	0.5729936664452763	-1.4964618445866766	0.5159718429416976
ACADSB	0.629190818173032	-0.010715651872803262	-1.4075882383296527	0.7891130720294246
ACAT1	0.09692486132773558	0.6379643495917174	-1.4429853958865018	0.7080961849670506
ACAT2	0.6861123040638512	-0.19748384172926428	-1.333091332177027	0.8444628698424366
ACBD5	0.2216176323222761	0.7783090053733196	-1.4604824693107263	0.46055583161513136
ACBD6	0.8337722802937622	0.060948451119427156	-1.4222568928595032	0.5275361614463165
ACD	0.9240274252511089	-0.4750018300880814	-1.1783824391576112	0.7293568439945829
ACER3	0.3989162170089445	0.7766668990550424	-1.467182412070214	0.2915992960062258
ACKR1	-1.3192264833839988	0.45038109589560543	1.0172400752275528	-0.14839468773916487
ACLY	0.7353504039739827	0.15698420257136103	-1.455247383964764	0.5629127774194203
ACN9	0.6254041980456263	0.30280390632648363	-1.485474269313345	0.5572661649412362
ACO1	0.6153957983209996	0.17061165581227394	-1.4614782975018246	0.6754708433685518
ACO2	0.9703633954187322	-0.3158737417027225	-1.261172100986858	0.6066824472708483
ACOT1	0.8281853381601232	-0.2560634718566278	-1.307060156727857	0.7349382904243605
ACOT13	0.6448192526652097	0.36437851219920864	-1.4900420230892701	0.4808442582248505
ACOT7	0.8824675924500164	-0.3214017269692313	-1.2706224300770779	0.7095565645962899
ACOT9	0.6431633783494903	0.1391159996840035	-1.4543910926682435	0.6721117146347497
ACOX1	0.5652936881001697	-0.19558257352674277	-1.3192821412945084	0.949571026721088
ACOX3	0.14633138970031387	0.9314516466324476	-1.4135848409003395	0.33580180456757297
ACP5	-0.8619385552304594	-0.06849317288740263	1.4190290040215894	-0.4885972759037255
ACP6	0.49202605896761364	-0.5492054780603549	-1.0792570662266616	1.1364364853194016
ACRC	-0.474715949360405	-0.5604658156089342	1.4985909318460708	-0.4634091668767322
ACSBG1	-0.9350623384831447	1.416973397560358	-0.2115813969877765	-0.27032966208943693
ACSL3	0.40174492173470544	0.7258031219067669	-1.4792325273606959	0.35168448371922123
ACSL4	0.22781867181778417	0.9056301042948022	-1.4285769575049796	0.2951281813923933
ACSL5	0.48505290071986057	0.21078420771133785	-1.461067030508813	0.7652299220776144
ACSL6	-0.5105440503476394	-0.43784306969278136	1.4983808364124107	-0.5499937163719907
ACSM3	0.660340498048322	-1.4532384346800675	0.6588464813075949	0.13405145532414928
ACTA2	-0.8666437710828379	0.29364172143907596	1.2861353177074433	-0.7131332680636825
ACTB	0.9955299427101412	-1.3158260402178348	-0.1761755825991036	0.49647168010679404
ACTG1P4	0.12854821746839284	1.077617613766282	-1.342946966665686	0.1367811354310094
ACTL6A	0.5748653010320688	0.3133515475558472	-1.4873907706067717	0.5991739220188563
ACTN1	1.0525159198611491	-1.0213356746319833	-0.6669723354192434	0.6357920901900798
ACTR1A	-0.42223445326396086	-0.5590947332931601	1.497547818753665	-0.5162186321965475
ACTR2	0.7250109876159193	0.038956199578060305	-1.4262581146871316	0.6622909274931471
ACTR3B	0.9445470261360818	0.10776785701831462	-1.4043754377936954	0.35206055463929775
ACTR6	0.47748808103235746	0.4724301904521544	-1.4990788763906129	0.5491606049061019
ACYP1	-0.8882721727362967	1.2609366862802138	0.3388209592076955	-0.7114854727516154
ADA	0.23330375193248037	0.24779874762498763	-1.4170790506550017	0.9359765510975336
ADAL	-0.11061624728181496	0.9790090076317041	-1.343111231989796	0.4747184716399038
ADAM10	0.7376124805462289	0.36833220257278576	-1.4772835434906293	0.37133886037161484
ADAM1A	0.3459888123622749	0.47475002902251373	-1.4869608076132732	0.6662219662284837
